COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,2.3,4,3.8
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,3.4,5,4.7
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,46.2,29,38.5
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,12.7,24,12.0
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,2.7,1,8.3
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,13.2,1,21.0
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,35.8,25,32.7
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,66.9,31,73.7
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,64.0,22,63.9
McCormick,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,74.1,9,71.6
McCormick,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,0.0,1,13.0
McCormick,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,19.9,5,38.7
McCormick,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,154.1,4,170.2
McCormick,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,45.0,16,45.9
McCormick,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,39.1,10,49.6
McCormick,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,43.0,40,22.5
McCormick,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,154.6,5,178.7
McCormick,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,12.4,5,17.3
McCormick,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,23.2,45,14.7
McCormick,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,8.4,17,8.3
McCormick,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,12.7,NA,13.5
McCormick,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,49.9,NA,64.6
McCormick,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,48.2,NA,27.8
McCormick,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.7,NA,2.1
McCormick,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,1.3,NA,5.5
McCormick,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,11.2,1,17.9
McCormick,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,82.2,15,77.0
McCormick,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,59.9,NA,62.9
McCormick,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,18.0,NA,18.1
McCormick,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,10.5,NA,15.9
McCormick,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,0.0,1,1.8
McCormick,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,3.8,28,2.8
McCormick,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,40.7,NA,40.0
McCormick,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),120,58.5,NA,51.2
McCormick,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),105,53.9,37,74.6
McCormick,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),17,8.7,10,9.5
McCormick,2016,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),149,76.4,14,74.6
McCormick,2016,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),26,13.3,31,10.0
McCormick,2016,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),30,15.4,44,11.0
McCormick,2016,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),10,21.5,6,26.1
McCormick,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),2,10.3,35,6.8
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,4.6,18,4.6
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.0,8,3.8
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.4,20,4.8
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,53.5,43,38.7
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,13.9,24,12.3
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,4.1,3,12.6
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,13.7,2,20.4
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,37.3,28,32.7
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,71.7,19,73.7
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,61.2,26,62.8
McCormick,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,78.0,3,71.8
McCormick,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),0,0.0,1,14.7
McCormick,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),17,36.6,17,43.0
McCormick,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),91,163.4,8,168.4
McCormick,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),16,37.6,8,45.4
McCormick,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),19,33.5,4,48.5
McCormick,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),19,49.6,44,22.5
McCormick,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),73,156.7,6,176.8
McCormick,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),7,28.5,32,19.0
McCormick,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),8,29.4,46,15.3
McCormick,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),396,8.7,19,8.3
McCormick,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,12.4,NA,12.8
McCormick,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,50.7,NA,64.7
McCormick,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,47.2,NA,27.6
McCormick,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.8,NA,2.2
McCormick,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,1.4,NA,5.5
McCormick,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,17.7,25,16.7
McCormick,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,84.6,8,77.8
McCormick,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,60.0,NA,64.4
McCormick,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,12.2,NA,13.8
McCormick,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,9.1,NA,13.3
McCormick,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
McCormick,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,4.5,38,2.6
McCormick,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,38.7,NA,39.3
McCormick,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),105,61.8,NA,50.1
McCormick,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),93,54.7,39,76.5
McCormick,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),18,10.6,23,9.6
McCormick,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),126,74.1,23,75.2
McCormick,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),22,12.9,31,9.1
McCormick,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),23,13.6,45,11.2
McCormick,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),7,15.5,4,23.8
McCormick,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),1,5.9,13,6.8
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,4.5,13,4.6
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,3.9,17,3.8
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,7.0,35,4.9
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,52.5,41,38.4
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,14.8,23,12.8
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,5.2,3,8.7
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,14.6,4,19.5
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,36.7,25,33.2
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,71.9,15,72.7
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,66.0,11,62.4
McCormick,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,76.2,10,73.4
McCormick,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,0.0,1,16.7
McCormick,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,43.4,23,45.4
McCormick,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,159.0,8,165.5
McCormick,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,38.1,7,45.6
McCormick,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,37.6,8,48.4
McCormick,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,63.8,44,23.4
McCormick,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,148.3,4,174.0
McCormick,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,26.1,24,20.5
McCormick,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,15.7,27,15.6
McCormick,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,8.9,24,8.3
McCormick,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.6,NA,12.3
McCormick,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,51.1,NA,64.6
McCormick,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,46.8,NA,27.5
McCormick,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.7,NA,2.3
McCormick,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,1.5,NA,5.7
McCormick,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,13.1,7,15.8
McCormick,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,86.9,6,78.0
McCormick,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,57.0,NA,65.2
McCormick,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,10.0,NA,5.3
McCormick,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,8.9,NA,12.1
McCormick,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
McCormick,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,4.1,41,1.9
McCormick,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,37.1,NA,38.7
McCormick,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),99,60.7,NA,49.4
McCormick,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),97,59.5,37,77.5
McCormick,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),24,14.8,46,9.7
McCormick,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),123,75.5,19,76.2
McCormick,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),20,12.3,32,8.6
McCormick,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),24,14.8,46,11.2
McCormick,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),9,19.8,10,22.5
McCormick,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),1,6.1,10,6.9
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.4,25,4.8
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,8.7,44,3.9
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,10.2,44,5.1
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,58.5,45,38.9
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,16.6,26,13.3
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,6.0,4,9.0
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,20.7,22,18.9
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,39.0,33,34.1
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,57.8,43,72.7
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,61.6,15,60.9
McCormick,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,64.5,41,73.8
McCormick,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),2,8.4,12,18.8
McCormick,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),19,38.5,18,44.8
McCormick,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),95,149.8,4,162.3
McCormick,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),22,42.0,15,45.3
McCormick,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),13,25.9,2,47.0
McCormick,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),22,53.6,44,23.9
McCormick,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),73,137.2,2,170.7
McCormick,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),8,32.4,38,20.6
McCormick,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),6,18.0,33,15.8
McCormick,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),420,8.9,23,8.3
McCormick,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.5,NA,11.7
McCormick,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,52.2,NA,64.5
McCormick,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,45.6,NA,27.3
McCormick,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.7,NA,2.3
McCormick,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,1.4,NA,5.8
McCormick,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,14.3,12,15.6
McCormick,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,81.0,22,77.3
McCormick,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,55.7,NA,65.9
McCormick,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,12.0,NA,5.2
McCormick,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,8.0,NA,11.0
McCormick,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
McCormick,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,3.8,39,1.8
McCormick,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,37.7,NA,38.0
Newberry,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,63.3,NA,51.2
Newberry,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,58.8,28,72.4
Newberry,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,11.1,31,9.6
Newberry,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,82.3,1,74.3
Newberry,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,17.2,39,10.6
Newberry,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,11.1,20,11.0
Newberry,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,32.5,19,28.7
Newberry,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,7.3,24,6.8
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.9,34,4.7
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.1,22,3.8
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.8,28,4.7
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,48.9,38,38.5
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,16.3,34,12.0
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,6.9,10,8.3
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,17.9,12,21.0
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,35.6,23,32.7
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,74.3,13,73.7
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,63.1,23,63.9
Newberry,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,63.7,40,71.6
Newberry,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,7.5,16,13.0
Newberry,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,67.2,46,38.7
Newberry,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,187.8,27,170.2
Newberry,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,49.0,24,45.9
Newberry,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,46.5,21,49.6
Newberry,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,23.6,22,22.5
Newberry,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,192.4,24,178.7
Newberry,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,16.4,15,17.3
Newberry,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,16.0,36,14.7
Newberry,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,8.9,25,8.3
Newberry,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.7,NA,13.5
Newberry,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,60.7,NA,64.6
Newberry,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,30.8,NA,27.8
Newberry,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.1,NA,2.1
Newberry,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,7.5,NA,5.5
Newberry,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,19.2,31,17.9
Newberry,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,89.1,2,77.0
Newberry,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,62.5,NA,62.9
Newberry,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,21.9,NA,18.1
Newberry,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,13.1,NA,15.9
Newberry,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,10.5,44,1.8
Newberry,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,7.1,46,2.8
Newberry,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,48.9,NA,40.0
Newberry,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),833,63.3,NA,51.2
Newberry,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),845,61.8,26,74.6
Newberry,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),160,11.7,35,9.5
Newberry,2016,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),1115,81.4,2,74.6
Newberry,2016,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),205,15.0,34,10.0
Newberry,2016,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),164,12.0,29,11.0
Newberry,2016,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),113,30.7,22,26.1
Newberry,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),10,7.3,20,6.8
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,8.1,45,4.6
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,1.6,2,3.8
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,6.8,38,4.8
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,41.5,19,38.7
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,13.5,19,12.3
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,5.9,5,12.6
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,25.3,34,20.4
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,36.9,27,32.7
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,68.6,28,73.7
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,59.5,31,62.8
Newberry,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,68.3,28,71.8
Newberry,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),8,8.1,21,14.7
Newberry,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),110,70.9,46,43.0
Newberry,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),301,196.4,39,168.4
Newberry,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),79,50.7,26,45.4
Newberry,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),70,44.0,15,48.5
Newberry,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),34,22.3,21,22.5
Newberry,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),292,195.1,27,176.8
Newberry,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),17,15.1,7,19.0
Newberry,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),19,15.7,31,15.3
Newberry,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),1333,9.0,24,8.3
Newberry,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,15.2,NA,12.8
Newberry,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,60.5,NA,64.7
Newberry,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,31.1,NA,27.6
Newberry,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.1,NA,2.2
Newberry,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,7.4,NA,5.5
Newberry,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,22.0,41,16.7
Newberry,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,90.0,1,77.8
Newberry,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,62.7,NA,64.4
Newberry,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,16.2,NA,13.8
Newberry,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,11.2,NA,13.3
